id,stix_id,name,description,url,created,last_modified,domain,version,tactics,detection,data sources,is_sub-technique,sub-technique of,defenses_bypassed,contributors,permissions_required,supports_remote,system_requirements,impact_type,effective_permissions,relationship_citations
FT005.002,,Gather Victim Identity Information: Email Addresses,"Adversaries may gather email addresses that can be used during targeting. Even if internal instances exist, organizations may have public-facing email infrastructure and addresses for employees.

Adversaries may easily gather email addresses, since they may be readily available and exposed via online or other accessible data sets (ex: [Social Media](https://attack.mitre.org/techniques/T1593/001) or [Search Victim-Owned Websites](https://attack.mitre.org/techniques/T1594)).(Citation: HackersArise Email)(Citation: CNET Leaks) Email addresses could also be enumerated via more active means (i.e. [Active Scanning](https://attack.mitre.org/techniques/T1595)), such as probing and analyzing responses from authentication services that may reveal valid usernames in a system.(Citation: GrimBlog UsernameEnum) For example, adversaries may be able to enumerate email addresses in Office 365 environments by querying a variety of publicly available API endpoints, such as autodiscover and GetCredentialType.(Citation: GitHub Office 365 User Enumeration)(Citation: Azure Active Directory Reconnaisance)

Gathering this information may reveal opportunities for other forms of reconnaissance (ex: [Search Open Websites/Domains](https://attack.mitre.org/techniques/T1593) or [Phishing for Information](https://attack.mitre.org/techniques/T1598)), establishing operational resources (ex: [Email Accounts](https://attack.mitre.org/techniques/T1586/002)), and/or initial access (ex: [Phishing](https://attack.mitre.org/techniques/T1566) or [Brute Force](https://attack.mitre.org/techniques/T1110) via [External Remote Services](https://attack.mitre.org/techniques/T1133)).",,1/30/24,1/30/24,ft3,V.1,Reconnaissance,"Much of this activity may have a very high occurrence and associated false positive rate, as well as potentially taking place outside the visibility of the target organization, making detection difficult for defenders.

Detection efforts may be focused on related stages of the adversary lifecycle, such as during Initial Access.",,TRUE,FT005,,,,,,,,
FT005.003,,Gather Victim Identity Information: Employee Names,"Adversaries may gather employee names that can be used during targeting. Employee names be used to derive email addresses as well as to help guide other reconnaissance efforts and/or craft more-believable lures.

Adversaries may easily gather employee names, since they may be readily available and exposed via online or other accessible data sets (ex: [Social Media](https://attack.mitre.org/techniques/T1593/001) or [Search Victim-Owned Websites](https://attack.mitre.org/techniques/T1594)).(Citation: OPM Leak) Gathering this information may reveal opportunities for other forms of reconnaissance (ex: [Search Open Websites/Domains](https://attack.mitre.org/techniques/T1593) or [Phishing for Information](https://attack.mitre.org/techniques/T1598)), establishing operational resources (ex: [Compromise Accounts](https://attack.mitre.org/techniques/T1586)), and/or initial access (ex: [Phishing](https://attack.mitre.org/techniques/T1566) or [Valid Accounts](https://attack.mitre.org/techniques/T1078)).",,1/30/24,1/30/24,ft3,V.1,Reconnaissance,"Much of this activity may have a very high occurrence and associated false positive rate, as well as potentially taking place outside the visibility of the target organization, making detection difficult for defenders.

Detection efforts may be focused on related stages of the adversary lifecycle, such as during Initial Access.",,TRUE,FT005,,,,,,,,
FT006,,Credential Scanning,"Credential scanning involves methodically searching through online systems and services to locate exposed or insecurely stored credentials, like API keys. Attackers use various automated tools to scan source code repositories, environment configuration files, and other web-accessible resources for accidentally exposed credentials that can be used for fraudulent activities or unauthorized account access.

Execution: 

The process typically uses botnets or scripts that probe public code repositories (e.g., GitHub or GitLab), public data storage (e.g., Amazon S3 buckets), and other websites where developers might inadvertently leave sensitive information. The search includes pattern matching techniques to identify strings that correspond to access tokens, secret keys, or embedding API keys in code snippets. When successful, fraudsters can use these credentials to gain access to accounts, make unauthorized transactions, access customer data, or execute operations afforded by the API for malicious purposes.

Examples:

Utilizing search engines and specialized tools to find and index websites with .env files or directories that are not secured and potentially contain API keys.
Scanning GitHub repositories for commits containing secret keys using pattern recognition, which could indicate, for instance, a string starting with 'sk_live_' followed by a series of alphanumeric characters.
Searching question-and-answer sites, developer forums, or documentation sites where developers may have unknowingly shared code containing live API keys.

Goals: The primary aim of conducting credential scanning for API keys is to:

Acquire valid API keys that provide direct access to account features, allowing the execution of fraudulent transactions, data theft, or account manipulation.
Use found credentials for financial gains by committing fraud, selling compromised account access, or launching further attacks against linked third-party systems.
Scan for and aggregate a large quantity of credentials, searching for those that may provide particularly lucrative or high-privileged access.",,1/30/24,1/30/24,ft3,V.1,Reconnaissance,"Routinely reviewing and rotating Stripe API keys, especially when transitioning from development environments to production.

Implementing strict access controls and proper secret management practices, ensuring sensitive credentials are never hardcoded into version-controlled source code.

Employing automated tools that scan for and alert on accidental credential exposures across public code repositories and online storage platforms.

Configuring web servers to block public access to sensitive files and directories, like .env files, which often store API keys and other secrets.

Offering security training to developers to raise awareness about safe secret handling and the dangers posed by credential leakage.

Use by Fraud Detection and Analysis Teams: 

Fraud detection teams should use scanning tools and manual audits to continuously monitor for exposed credentials related to the services their systems interact with. Automated alerts should be set up to flag potential exposures, and prompt investigation should be conducted when warnings occur. In the event of exposure detection, it is crucial to revoke the compromised keys and take steps to secure the affected areas. Teams must also engage in proactive outreach to the development community, informing them about best practices for using and storing Stripe API keys and reacting swiftly to reported exposures. Post-exposure actions include working with the impacted users to secure their accounts, assess any resulting damages, and shore up defenses to prevent similar incidents.

",,TRUE,FT005,,,,,,,,
FT006.001,,Credential Scanning: Github,"Adversaries may perform automated scanning of GitHub repositories to identify credentials that have been accidentally committed and left publicly accessible. GitHub, a popular platform for code management and collaborative programming, can inadvertently become a treasure trove of sensitive information if proper care isn't taken.

Execution: Attackers employ bots or scripts that scour repositories and their associated commit history for patterns that match common credential formats. This includes looking for strings associated with private keys, API tokens, passwords, or access tokens for a variety of services that might be used by financial organizations. They may specifically target high-value repositories belonging to financial institutions or payment gateways, where access credentials can lead to significant unauthorized transactions or data breaches.

Examples:

Searching for files with names that include key, secret, token, credential, or any other keyword indicative of sensitive data.
Looking for specific patterns that match common credential formats, such as AWS access key IDs (AKIAxxxxxxxxxxxxxxxx) or private SSH keys (-----BEGIN PRIVATE KEY-----).
Goals: The primary goal for adversaries using this technique is to gain unauthorized access to systems, services, or data stores that the credentials provide access to. This access can be used to facilitate fraudulent transactions, siphon funds, manipulate account balances, or extract sensitive financial data.",,1/30/24,1/30/24,ft3,V.1,Reconnaissance,"Implementing Git hooks that scan for and prevent the pushing of commits containing sensitive information.

Employing automated code scanning tools within the CI/CD pipeline to detect and alert on hard-coded credentials.

Frequent auditing of repositories for inadvertent credential exposure.

Enforcing policies that require the use of environment variables or secret management systems instead of hard-coded credentials.

Training developers on secure coding practices, emphasizing the importance of keeping credentials out of source code.

Revoking and rotating credentials as soon as possible if exposure is detected.

Use by Fraud Detection and Analysis Teams: Fraud detection teams should monitor for unauthorized access and unusual activities that could suggest the use of compromised credentials. Automated alerting and anomaly detection systems can be configured to flag large or irregular transactions, access from anomalous locations, or the usage of credentials in unexpected ways. Additionally, maintaining a baseline of normal activity will assist in quickly identifying deviations that warrant investigation.",,FALSE,,,,,,,,,
FT006.002,,Credential Scanning: Websites,"Adversaries may conduct targeted scanning of public-facing websites to identify and exploit login portals, service access points, or administrative interfaces that may contain unsecured or default credentials. These websites could belong to financial institutions, merchants, or entities that process or store sensitive financial data.

Execution: Attackers can use various automated tools or scripts to discover web pages that may require user authentication. Once these pages are identified, attackers can employ brute-force attacks or use common password lists to attempt to gain access. They often look for poorly secured admin panels, configuration files accidentally exposed to the web, or backup directories that could contain sensitive information, including hardcoded credentials.

Examples:

Utilizing tools like directory and file scanners (e.g., DirBuster or GoBuster) to enumerate website directories and file paths that may contain login pages or credential stores.
Attempting to login using common username and password combinations on known login interfaces found during reconnaissance.
Scanning for known vulnerabilities in web applications that might allow for the disclosure or bypass of authentication mechanisms.
Goals: The adversaries utilize this technique with the intent to gain unauthorized access to web-based applications and systems. Such access could allow for fraudulent activities to occur, such as initiating unauthorized transactions, altering account information, siphoning funds, or extracting personally identifiable information (PII) that can be used in further fraudulent schemes.",,1/30/24,1/30/24,ft3,V.1,Reconnaissance,"Use by Fraud Detection and Analysis Teams: Fraud teams can set up real-time monitoring and alerting systems to detect signs of credential scanning or brute-force attempts. In the event of detecting such activity, immediate action can be taken to investigate, block the offending IP addresses, and audit possibly affected accounts. Ongoing analysis of access patterns to identify trends or spikes in failed authentication attempts can pre-emptively hint at targeted credential scanning campaigns, enabling the institution to harden their defenses proactively.",,TRUE,FT007,,,,,,,,
FT006.003,,Credential Scanning: Telegram,"Adversaries may exploit the Telegram platform—a cloud-based instant messaging service—to search for and extract credentials shared within public or private groups, channels, or via compromised accounts. Telegram groups or channels that are used for professional or corporate communication could inadvertently or through a data leak have sensitive information posted, such as credentials. Additionally, compromised Telegram accounts may also be a source of leaked credentials if these accounts are used for business communication. Execution: Attackers might join public groups or channels within the financial industry to passively collect information over time. Algorithms or bots could be used to monitor conversations for accidental sharing of sensitive information like system credentials. Similarly, adversaries could compromise Telegram accounts belonging to individuals with access to financial information and search through the message history for valuable data. 

Examples: Hierarchical scraping where bots start with broad financial industry channels and progressively target more specific ones, looking for inadvertent credential sharing.
Data mining message histories of compromised accounts for key terms such as “password,” “login,” “credentials,” “access token,” etc.
Monitoring conversations in real-time with pattern recognition software designed to detect and alert when credential formats are posted. 

Goals: The aim of an attacker performing credential scanning on Telegram is to gain unauthorized access to financial systems, customer accounts, or internal networks. With valid credentials, an adversary could conduct transactions, access sensitive customer information, exfiltrate financial data, or further penetrate internal systems for espionage or sabotage.",,1/30/24,1/30/24,ft3,V.1,Reconnaissance,"Implementing strict usage policies for communication platforms to prevent the sharing of sensitive information.
Training and awareness programs to educate employees on the risks of sharing credentials over messaging platforms.

Regularly monitoring channels and group communications for security-related issues.
Utilizing data loss prevention (DLP) and monitoring tools that can flag sensitive data being shared.
Incident response planning to swiftly react to reports of leaked credentials.

Encouraging the use of secure credential sharing mechanisms, like managed password systems.
Use by Fraud Detection and Analysis Teams: Fraud detection and analysis teams should implement surveillance mechanisms that could highlight indicators of compromise within Telegram communications. This may involve the use of specialized software to detect sensitive information patterns within Telegram messages. In the event of detected leaks, immediate actions such as credential resetting, account suspension, and further investigation can be taken to minimize potential damages. Additionally, recoverability protocols should be in place to reclaim compromised Telegram accounts and limit the risk of recurring information leakage.",,TRUE,FT007,,,,,,,,
FT007,,Acquire Access,"Acquire Access' is a master technique in the category of threat actions that involves gaining unauthorized access to various systems, networks, or online accounts. This overarching technique includes various methods cyber actors use to infiltrate and control resources to carry out malicious activities or further their attack objectives.

Execution: Execution of the 'Acquire Access' technique can take many forms, depending on the target and the attackers’ objectives. It may involve the use of automation, exploitation of vulnerabilities, social engineering, or utilizing previously compromised infrastructure, like botnets. Once access is obtained, attackers can carry out a range of actions from data theft to direct financial fraud.

Goals: Broad objectives of the 'Acquire Access' technique include:

Establishing a foothold within various systems for ongoing criminal activities.
Harvesting sensitive data for sale or ransom.
Manipulating online information for fraud.
Masking illicit activities behind seemingly legitimate access.",,1/30/24,1/30/24,ft3,V.1,Resource Development,"Implement network monitoring and intrusion detection systems to spot unauthorized access attempts.

Educate users and administrators about the importance of securing access credentials and recognizing phishing attempts.

Adopt strong, multi-factor authentication measures to protect against compromised credentials.

Regularly audit and update systems, applications, and network configurations to close potential security gaps.

Use by Fraud Detection and Analysis Teams: 
Teams dedicated to detecting fraud must continuously search for signs of the 'Acquire Access' technique across all systems, utilizing various tools that flag anomalies, unauthorized changes, and intrusion attempts. Upon detecting unauthorized access, rapid response protocols are enacted, and investigation procedures are initiated to track down perpetrators and understand the breadth of their access. Post-incident actions are taken to reinforce the compromised systems, educate users affected, and improve overall security posture to prevent similar incidents.",,FALSE,,,,,,,,,
FT007.001,,Acquire Access: Botnet,"In the financial fraud domain, adversaries may acquire access to a botnet to carry out automated attacks on a large scale. Botnets are networks of compromised computers (bots) that can be remotely controlled by an attacker. Acquiring access to a botnet allows attackers to perform various malicious activities, such as launching Distributed Denial-of-Service (DDoS) attacks against financial institutions, executing credential stuffing campaigns, or spreading malware to commit financial fraud.

Execution: Adversaries can either create their own botnets by spreading malware that infects devices and adds them to the network, or they can acquire access to existing botnets on the dark web. These botnets can then be leveraged to target financial entities with the aim of stealing credentials, causing service disruptions, or generating fraudulent transactions.

Examples:

Infecting user devices with malware through phishing campaigns or drive-by downloads to grow a botnet.
Renting or purchasing access to pre-existing botnets from underground marketplaces.
Using botnets to perform credential stuffing attacks against online banking or payment platforms by attempting to authenticate with stolen or leaked username and password pairs.

Goals: 

The ultimate goal for attackers using botnets in financial cyber fraud is to maximize the impact of their attacks, given the automated and distributed nature of botnet capabilities. They may seek to hijack online accounts, execute unauthorized transactions, disrupt financial services, or perform reconnaissance for more targeted attacks, while simultaneously hiding their true location and identity.",,1/30/24,1/30/24,ft3,V.1,Resource Development,"Implementing anomaly detection systems to identify irregular traffic patterns that may indicate botnet activity.

Setting up rate-limiting and CAPTCHA mechanisms on login pages to prevent automated login attempts.
Using IP reputation databases and blacklists to filter out traffic from known malicious sources.
Segmenting networks to limit the spread and impact of botnet-related malware within organizational infrastructures.

Educating users on how to recognize and avoid malicious links and attachments.

Use by Fraud Detection and Analysis Teams: Fraud analysis teams should be equipped with tools and processes to detect and analyze botnet activity. Network behavior analytics can be employed to identify command-and-control traffic, unusual outbound communication, or signs of a DDoS attack in progress. In cases where botnets are used for credential stuffing or account takeovers, account monitoring should be enhanced to quickly identify and respond to unauthorized access attempts. Continuous threat intelligence is necessary to stay ahead of emerging botnet threats and adapt defensive strategies accordingly.",,TRUE,FT008,,,,,,,,
FT007.002,,Acquire Access: DNS Server,"DNS Server Exploitation in Financial Cyber Fraud; Overview: Adversarial actors in the financial cyber fraud realm target DNS servers associated with financial services to redirect legitimate traffic to malicious domains, known as DNS hijacking or manipulation. This can lead users to phishing sites that mimic legitimate services, aimed at stealing credentials, financial data, or siphoning funds.; Execution: Attackers may use various techniques to compromise DNS servers, including: Exploiting Vulnerabilities: Taking advantage of security weaknesses in DNS infrastructure.; Social Engineering: Manipulating personnel responsible for DNS settings.; DNS Poisoning: Altering DNS records in resolver caches to redirect traffic. By modifying DNS records to point to malicious IP addresses, attackers can reroute users to sites they control.; Examples: Gaining unauthorized administrative access to DNS servers and modifying Address (A) or Canonical Name (CNAME) records linked to financial service domains.; Deploying malware or man-in-the-middle attacks to modify local DNS resolver caches, resulting in traffic diversion.; Conducting DNS poisoning attacks on upstream DNS providers to hijack traffic intended for genuine financial services.; Goals: The objectives of this DNS-based financial cyber fraud include: Credential Capture: Intercepting user credentials, payment card information, and other sensitive financial data.; Financial Theft: Facilitating unauthorized transactions from victims’ accounts to those controlled by attackers.; Long-term Exploitation: Establishing further malicious activities, such as deploying malware on victims’ systems for continual financial exploitation.
",,1/30/24,1/30/24,ft3,V.1,Resource Development,"Regularly updating DNS server software to patch vulnerabilities and reduce the risk of exploitation.
Enforcing strong authentication mechanisms, including multi-factor authentication for administrative access.

Employing network segmentation to limit the extent of access an attacker might gain from compromising a single DNS server.

Continuous monitoring for suspicious changes in DNS records and traffic patterns.

Implementing DNSSEC (DNS Security Extensions) to protect against unauthorized DNS alterations.

Use by Fraud Detection and Analysis Teams: 

Fraud detection teams should monitor network traffic for anomalies that could suggest DNS tampering, such as unexpected redirections or spikes in DNS queries. Regular audits of DNS records against known good baselines are essential to detect unauthorized changes. Alerting mechanisms should be in place to notify when changes are made to DNS records, especially those affecting critical financial systems. Using threat intelligence feeds can help in early detection of campaigns targeting DNS servers within the financial sector.",,TRUE,FT008,,,,,,,,
FT007.003,,Acquire Access: Malvertising,"Adversaries can engage in ""malvertising"" (malicious advertising) tactics to gain access to users' devices or networks. This technique involves embedding malicious code within digital advertisements, which can result in the download of malware or redirection to fraudulent websites when the ad is clicked. Financial institutions and their customers are prime targets, as access to a single device in the network or a customer’s personal computer could lead to considerable monetary theft or data breaches.

Execution: Attackers purchase ad space or compromise ad networks to distribute malicious advertisements. These ads often look legitimate but are designed to exploit vulnerabilities within web browsers or other software when interacted with or even just displayed (if a zero-click exploit is used). The malware delivered through such ads may be purposed for credential theft, such as banking trojans or keystroke loggers.",,1/30/24,1/30/24,ft3,V.1,Resource Development,"Implementing Domain Name System Security Extensions (DNSSEC) to validate the authenticity of DNS responses and prevent unauthorized changes.

Monitoring DNS query logs for suspicious changes to records or unexpected spikes in request volumes that may indicate tampering.
Securing DNS management interfaces with multi-factor authentication and stringent access controls.

Regularly conducting external DNS audits and reconciliations to ensure that records have not been maliciously altered.

Ensuring that personnel are trained in security best practices to reduce the risk of social engineering attacks.

Use by Fraud Detection and Analysis 
Teams: 

Fraud detection teams must closely monitor DNS traffic for irregularities and potential indicators of hijacking or poisoning. Automated systems should be in place to detect changes in DNS responses for critical domains and to validate the integrity of the DNS resolution path. Prompt incident response is necessary to swiftly revert any unauthorized DNS changes and to investigate the breach. Additionally, financial institutions should educate their customers about recognizing signs of fraudulent websites, even when they may appear as a familiar service, to prevent the success of such DNS manipulation tactics.",,TRUE,FT008,,,,,,,,
